OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
1169,ADV,ELE,But he would also cite the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.,He also mentioned the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.
1169,ELE,ADV,He also mentioned the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.,But he would also cite the earlier blues guitarists Blind Lemon Jefferson and Lonnie Johnson and the jazz players Charlie Christian and Django Reinhardt.
5080,ELE,INT,"Other countries, such as China and Korea, are also considering real-world emissions tests.","Other countries, such as China and Korea, which are also considering real-world emissions tests, will be watching what happens closely."
5080,INT,ELE,"Other countries, such as China and Korea, which are also considering real-world emissions tests, will be watching what happens closely.","Other countries, such as China and Korea, are also considering real-world emissions tests."
3909,ADV,INT,"Suddenly aware of Donanas status as the nations most important natural site, Spain decided to spend a further 360m, some of it EU money, on restoring the landscape, which, in the 1950s and 60s, had been drained in places to create rice and cotton  elds.","Suddenly aware of Donanas status as the nations most important natural site, Spain decided to spend a further 360m, some of it EU money, on restoring the landscape."
3909,INT,ADV,"Suddenly aware of Donanas status as the nations most important natural site, Spain decided to spend a further 360m, some of it EU money, on restoring the landscape.","Suddenly aware of Donanas status as the nations most important natural site, Spain decided to spend a further 360m, some of it EU money, on restoring the landscape, which, in the 1950s and 60s, had been drained in places to create rice and cotton  elds."
72,ADV,ELE,Im a romantic at heart.,Im a romantic.
72,ELE,ADV,Im a romantic.,Im a romantic at heart.
3769,ADV,INT,But the actual health risk of not using your brain effectively is not known.,But the health risk of not using your brain effectively is not known.
3769,INT,ADV,But the health risk of not using your brain effectively is not known.,But the actual health risk of not using your brain effectively is not known.
712,ADV,ELE,"He is survived by Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage. ","He leaves behind his wife, Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage."
712,ELE,ADV,"He leaves behind his wife, Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage.","He is survived by Iman, their daughter, Alexandria, his stepdaughter, Zulekha, and his son, Duncan, from his first marriage. "
3699,ADV,INT,World-leading marine scientist Professor Callum Roberts from the University of York was one of the scientists who helped set the 20-30% target in 2003.,Marine scientist Professor Callum Roberts was one of the scientists who helped set the 20-30% target in 2003.
3699,INT,ADV,Marine scientist Professor Callum Roberts was one of the scientists who helped set the 20-30% target in 2003.,World-leading marine scientist Professor Callum Roberts from the University of York was one of the scientists who helped set the 20-30% target in 2003.
1021,ADV,ELE,"Schools should teach navigation and map reading as life skills, he wrote.","Schools should teach navigation and map reading, he wrote."
1021,ELE,ADV,"Schools should teach navigation and map reading, he wrote.","Schools should teach navigation and map reading as life skills, he wrote."
4161,ADV,INT,"Fire is a growing threat to urban settlements in America  in fact, forest  res cause the most damage after severe storms, with 800 major  re disasters having been declared there between 1953 and 2014.","Fire is a growing threat to urban settlements in America  in fact, forest  res cause the most damage after severe storms, with 800 major  re disasters there between 1953 and 2014."
4161,INT,ADV,"Fire is a growing threat to urban settlements in America  in fact, forest  res cause the most damage after severe storms, with 800 major  re disasters there between 1953 and 2014.","Fire is a growing threat to urban settlements in America  in fact, forest  res cause the most damage after severe storms, with 800 major  re disasters having been declared there between 1953 and 2014."
